Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
beef stroganoff mountain house,32,32,40,9,0.47,https://72hours.com/products/mountain-house-beef-stroganoff-with-noodles-pouch-two-serving,0,0,0.00,1,284000,"[33,33,33,14,14,9,23,9,9,0,23,33]",2025-08-16,"Image pack, Sitelinks, Video, Recipes, Related searches","informational, transactional",Organic
where to buy mountain house meals,28,28,50,34,0.52,https://72hours.com/collections/mountain-house,0,0,0.00,1,98100000,"[41,29,29,41,17,11,29,23,29,17,29,29]",2025-08-24,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
sleeping bag heavy duty,64,64,30,6,0.42,https://72hours.com/products/emergency-aluminized-pe-heavy-duty-mylar-bag,0,0,0.00,1,12800000,"[0,44,77,100,77,55,100,11,0,0,0,0]",2025-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
a survival kit,80,80,30,47,0.37,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,0.95,177000000,"[5,5,5,5,5,5,5,5,5,5,28,5]",2025-08-23,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
readywise protein bucket,67,67,40,18,1.38,https://72hours.com/collections/readywise-food-storage,0,0,0.00,0.75,27100,"[78,78,14,100,14,14,14,14,14,14,14,14]",2025-09-07,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
how much is a roll of duct tape,65,65,70,39,0.43,https://72hours.com/products/duct-tape,0,0,0.00,0.88,17800000,"[9,9,9,52,100,23,33,33,33,52,52,33]",2025-08-17,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
freeze dried bucket,19,19,90,14,1.60,https://72hours.com/products/readywise-60-servings-emergency-freeze-dried-meat,0,0,0.00,1,3600000,"[41,52,100,100,52,64,52,41,52,52,29,41]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
fire proof blankets,21,21,320,10,1.33,https://72hours.com/collections/fire-blanket,0,0,0.00,1,12500000,"[13,16,7,2,5,16,100,0,0,5,5,5]",2025-08-30,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
emergency roadside kit for car,48,48,90,35,0.47,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,9060000,"[17,17,7,43,2,5,0,43,53,35,43,5]",2025-08-16,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
non gmo survival food,72,72,30,10,2.16,https://72hours.com/products/3600-calorie-72hours-emergency-food-ration,0,0,0.00,1,747000,"[14,14,28,78,14,14,14,14,14,14,14,14]",2025-09-04,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
emergency warming blanket,80,80,30,17,0.96,https://72hours.com/products/thermal-blanket,0,0,0.00,1,2740000,"[4,4,4,4,14,14,14,8,4,4,4,4]",2025-09-11,"Image pack, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Explore brands, Ads middle",commercial,Organic
school emergency kit,50,50,320,21,0.00,https://72hours.com/collections/school-survival-kits,0,0,0.00,0,202000000,"[36,81,20,6,5,10,16,13,13,6,20,10]",2025-09-02,"Image pack, Video, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
hand crank lighter,14,14,90,23,0.47,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.68,4400000,"[78,64,50,64,50,64,64,64,64,64,100,78]",2025-08-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
discount survival kits,72,72,50,26,0.47,https://72hours.com/collections/emergency-kit,0,0,0.00,1,283000000,"[55,77,55,77,55,77,11,77,100,0,0,77]",2025-09-07,"Image pack, Sitelinks, Video, Image, Related searches, Explore brands",commercial,Organic
traction pads for cars,11,11,70,26,0.35,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,0.96,17700000,"[14,14,14,35,78,78,78,100,78,64,50,35]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
traction pads for cars,15,15,70,26,0.35,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,0.96,17700000,"[14,14,14,35,78,78,78,100,78,64,50,35]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Image pack
fire blanket kitchen,32,32,110,27,1.33,https://72hours.com/collections/fire-blanket,0,0,0.00,1,25900000,"[29,19,12,6,44,54,23,2,1,5,0,6]",2025-08-16,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
kit for car,30,30,50,21,2.47,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.25,1250000000,"[34,0,15,34,19,42,53,3,0,0,0,15]",2025-08-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
bottled water for emergency kit,92,92,40,16,0.00,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,0,0,0.00,0.11,3180000,"[18,18,18,18,18,18,18,18,18,18,100,100]",2025-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
72 hours 3 days,40,40,320,18,0.00,https://72hours.com/collections/72hrs-emergency-food-supply-survival-food-kit,0,0,0.00,0,1490000000,"[66,23,23,23,23,44,100,66,36,29,54,12]",2025-09-08,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
mountain house pad thai,10,10,70,10,0.50,https://72hours.com/products/mountain-house-pad-thai-with-chicken-pouch-two-serving,0,0,0.00,1,4300000,"[78,64,35,35,35,28,35,28,28,50,50,78]",2025-09-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related products, Related searches, Discussions and forums",navigational,Organic
fire blankets nearby,14,14,90,31,2.02,https://72hours.com/collections/fire-blanket,0,0,0.00,1,13700000,"[12,12,12,12,23,100,23,23,17,17,17,0]",2025-09-05,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview",transactional,Organic
emergency sleeping bag,26,20,1000,15,0.46,https://72hours.com/products/emergency-sleeping-bag,0,0,0.00,1,72200000,"[36,66,27,44,52,36,27,16,10,13,13,24]",2025-10-09,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know, Discussions and forums","informational, transactional",Organic
72 hour emergency pack,70,70,210,36,0.81,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,1,29000000,"[66,28,100,100,35,35,28,23,0,6,0,0]",2025-08-25,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
96 ounces of water,93,93,110,8,0.00,https://72hours.com/products/72hours-emergency-drinking-water-125ml-case-of-96,0,0,0.00,0.05,16100000,"[78,78,64,78,64,50,100,78,64,78,64,78]",2025-09-02,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
96 ounces of water,99,99,110,8,0.00,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,0,0,0.00,0.05,16100000,"[78,78,64,78,64,50,100,78,64,78,64,78]",2025-09-02,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
mre full meals,68,68,30,19,0.51,https://72hours.com/collections/mres,0,0,0.00,1,4560000,"[40,40,100,80,40,100,0,40,100,80,40,60]",2025-08-15,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, AI overview",transactional,Organic
dog survival kit,79,79,90,29,0.42,https://72hours.com/collections/pet-emergency-preparedness,0,0,0.00,1,36000000,"[64,50,50,78,50,35,100,64,78,50,35,64]",2025-09-05,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
fire blanket for sale,26,26,140,28,1.28,https://72hours.com/collections/fire-blanket,0,0,0.00,1,52000000,"[39,39,14,48,3,0,1,11,9,9,7,4]",2025-08-15,"Local pack, Image pack, Video, Image, Popular products, Related searches",transactional,Organic
dried food mountain house,13,13,210,39,0.55,https://72hours.com/collections/mountain-house,0,0,0.00,1,22800000,"[66,66,35,35,18,29,0,22,10,18,66,100]",2025-08-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
buy army mre,51,51,30,19,0.52,https://72hours.com/collections/mres,0,0,0.00,1,2060000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-08-28,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
flagging tape orange,49,49,140,1,2.53,https://72hours.com/products/72hrs-flagging-tape-orange,0,0,0.00,1,511000,"[52,52,52,66,100,80,52,52,66,66,80,52]",2025-08-25,"Image pack, Video, Image, Related searches, Explore brands","informational, transactional",Organic
5 gallon bucket toilet lid,72,72,590,29,0.34,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,992000,"[59,48,39,59,39,72,26,72,100,100,72,72]",2025-08-30,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
readywise food,8,0,480,30,0.61,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,363000,"[20,22,10,8,10,8,8,7,8,10,8,13]",2025-10-09,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Explore brands",informational,Explore brands
readywise food,27,32,480,30,0.61,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,363000,"[20,22,10,8,10,8,8,7,8,10,8,13]",2025-10-09,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Explore brands",informational,Organic
datrex emergency rations,21,21,140,18,0.64,https://72hours.com/collections/emergency-rations,0,0,0.00,1,70,"[53,81,100,65,43,34,28,34,28,34,34,34]",2025-08-24,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
mini mo jetboil,76,76,40,30,0.43,https://72hours.com/products/jetboil-minimo,0,0,0.00,1,224000,"[57,57,57,71,71,71,42,71,42,42,100,57]",2025-09-05,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related products, Related searches, Discussions and forums","informational, transactional",Organic
mre emergency food,44,44,170,16,1.14,https://72hours.com/collections/mres,0,0,0.00,1,1330000,"[28,43,100,100,81,53,81,34,34,43,43,43]",2025-09-02,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
rubber traction mats,46,46,50,0,1.63,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,1,3590000,"[12,12,12,12,17,17,23,17,17,12,5,7]",2025-08-30,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
heat retaining blanket,28,28,50,12,0.56,https://72hours.com/products/thermal-blanket,0,0,0.00,1,3380000,"[18,18,45,81,36,100,100,18,18,18,18,18]",2025-08-28,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
hand crank lamp,17,17,140,31,0.31,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,1,5290000,"[34,34,53,100,53,34,53,34,34,34,34,28]",2025-08-26,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
where to get free mres,77,77,70,4,0.00,https://72hours.com/collections/mres,0,0,0.00,0.17,1030000,"[100,29,11,52,41,41,41,41,41,41,41,41]",2025-08-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
where can you buy fire blankets,13,13,30,30,0.91,https://72hours.com/collections/fire-blanket,0,0,0.00,1,57000000,"[0,52,0,0,0,0,0,0,0,42,52,0]",2025-08-31,"Local pack, Image pack, Video, Image, Popular products, Related searches",transactional,Organic
sos emergency survival kit,45,45,70,21,2.72,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,660000,"[18,100,100,100,18,18,100,45,0,63,36,45]",2025-08-25,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Explore brands",transactional,Organic
sos emergency survival kit,64,64,70,21,2.72,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,1,660000,"[18,100,100,100,18,18,100,45,0,63,36,45]",2025-08-25,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Explore brands",transactional,Organic
traction mat,9,0,320,27,1.23,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,1,20500000,"[10,8,24,36,55,20,8,55,8,20,20,13]",2025-10-09,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands",commercial,Explore brands
traction mat,27,22,320,27,1.23,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,1,20500000,"[10,8,24,36,55,20,8,55,8,20,20,13]",2025-10-09,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands",commercial,Organic
readywise emergency survival backpack,98,98,50,12,1.19,https://72hours.com/products/readywise-60-servings-emergency-freeze-dried-meat,0,0,0.00,1,31600,"[14,14,14,14,14,78,78,78,78,14,14,14]",2025-08-15,"Knowledge panel, Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
auto traction mats,10,10,90,22,0.51,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,0.85,11700000,"[4,3,5,5,9,9,11,32,14,2,4,4]",2025-08-28,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
emergency road kit,27,27,390,43,0.55,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,189000000,"[36,8,16,10,30,55,30,6,55,3,8,67]",2025-08-22,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
cover for portable toilet,17,17,70,2,0.00,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,33300000,"[100,100,100,82,11,11,11,11,11,11,11,11]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
is 72 hrs 3 days,57,57,320,21,0.00,https://72hours.com/collections/72hrs-emergency-food-supply-survival-food-kit,0,0,0.00,0,456000000,"[36,44,29,36,23,29,23,12,100,36,36,54]",2025-09-06,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
survival kit shark tank,94,94,30,12,0.87,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,537000,"[11,11,11,11,11,11,100,11,11,11,11,11]",2025-09-08,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
blanket fire,1,1,1900,41,1.12,https://72hours.com/collections/fire-blanket,0,0,0.00,1,170000000,"[44,1,2,1,2,3,3,100,3,7,10,29]",2025-09-24,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Things to know, Ads middle","commercial, informational",Things to know
blanket fire,37,37,1900,41,1.12,https://72hours.com/collections/fire-blanket,0,0,0.00,1,170000000,"[44,1,2,1,2,3,3,100,3,7,10,29]",2025-09-24,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Things to know, Ads middle","commercial, informational",Organic
thermal winter blanket,16,16,70,3,0.49,https://72hours.com/products/thermal-blanket,0,0,0.00,0.5,4720000,"[14,14,78,78,78,100,100,50,35,28,35,35]",2025-08-16,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands",transactional,Explore brands
are the fire blankets reusable,74,74,30,4,0.00,https://72hours.com/collections/fire-blanket,0,0,0.00,0.49,4210000,"[28,28,28,28,100,28,57,28,28,28,28,28]",2025-09-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mylar blankets walmart,85,85,110,28,0.22,https://72hours.com/products/thermal-blanket,0,0,0.00,1,41400,"[19,19,23,33,42,52,66,66,66,66,66,66]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
